date,premise_code,item_code,price,premise,address,premise_type,state,district
2024-03-27,14811,2,10.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-28,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-28,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-28,14811,2,10.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-28,16547,2,8.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-29,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-29,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-29,14811,2,10.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-29,16547,2,8.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-30,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-30,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-30,14811,2,10.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-30,16547,2,8.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-31,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-31,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-31,14811,2,10.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-31,16547,2,8.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-09-01,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-01,14811,2,9.5,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-02,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-02,14811,2,9.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-03,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-03,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-03,14811,2,9.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-04,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-04,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-04,14811,2,9.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-05,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-05,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-05,14811,2,9.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-06,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-06,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-06,14811,2,9.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-07,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-07,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-07,14811,2,9.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-08,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-08,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-08,14811,2,9.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-09,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-09,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-09,14811,2,7.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-10,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-10,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-10,14811,2,7.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-11,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-11,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-11,14811,2,7.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-12,14811,2,7.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-13,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-13,14811,2,7.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-14,2573,2,8.8,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-14,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-14,14811,2,7.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-15,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-15,14811,2,7.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-17,2573,2,8.8,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-17,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-17,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-18,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-18,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-19,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-19,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-20,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-20,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-21,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-21,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-22,2573,2,9.5,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-22,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-22,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-23,2573,2,9.5,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-23,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-23,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-24,2573,2,9.5,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-24,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-24,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-25,2573,2,9.5,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-25,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-25,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-26,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-26,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-27,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-27,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-28,2573,2,9.5,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-28,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-28,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-29,2573,2,9.5,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-29,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-29,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-30,2573,2,9.5,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-09-30,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-09-30,14811,2,9.8,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-01,2573,2,9.1,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-01,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-01,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-01,16547,2,7.69,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-02,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-02,16547,2,7.69,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-03,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-03,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-03,16547,2,7.69,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-04,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-04,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-04,16547,2,7.69,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-05,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-05,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-05,16547,2,7.69,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-06,2573,2,9.1,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-06,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-06,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-06,16547,2,7.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-08,2573,2,9.1,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-08,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-08,16547,2,7.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-09,2573,2,9.1,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-09,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-09,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-09,16547,2,7.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-10,2573,2,9.1,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-10,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-10,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-10,16547,2,7.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-11,2573,2,9.1,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-11,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-11,14811,2,9.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-11,16547,2,7.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-12,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-12,14811,2,8.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-08-12,16547,2,7.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-13,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-08-13,16547,2,7.19,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-08-14,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
